dataset,row_id,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalSpent,GroupId,HasGroup,Deck,CabinNo,Side,DeckNSide
train,3733,4001_07,Earth,False,G/659/S,TRAPPIST-1e,3.0,,0.0,0.0,0.0,0.0,0.0,Everly Lowelliott,False,0.0,4001,True,G,659,S,G/S
train,3734,4002_01,Mars,True,E/242/P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Trohs Must,False,0.0,4002,False,E,242,P,E/P
train,3735,4003_01,Earth,False,F/827/P,TRAPPIST-1e,22.0,False,1417.0,0.0,0.0,0.0,0.0,,True,1417.0,4003,False,F,827,P,F/P
train,3736,4005_01,Earth,False,G/657/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Jonaye Castannison,True,0.0,4005,True,G,657,P,G/P
train,3737,4005_02,Earth,False,G/657/P,TRAPPIST-1e,17.0,False,3.0,83.0,927.0,0.0,1.0,Aarone Castannison,True,1014.0,4005,True,G,657,P,G/P
train,3738,4005_03,Earth,False,G/657/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Cliney Castannison,False,0.0,4005,True,G,657,P,G/P
train,3739,4005_04,Earth,True,,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Dia Spentley,False,0.0,4005,True,,,,
train,3740,4005_05,Earth,True,G/657/P,PSO J318.5-22,40.0,False,0.0,0.0,0.0,0.0,0.0,Lorian River,True,0.0,4005,True,G,657,P,G/P
train,3741,4005_06,Earth,False,F/829/P,PSO J318.5-22,16.0,False,4.0,0.0,2278.0,2.0,0.0,Son River,True,2284.0,4005,True,F,829,P,F/P
train,3742,4005_07,Earth,True,G/657/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Bobina Castannison,True,0.0,4005,True,G,657,P,G/P
train,3743,4005_08,Earth,True,G/657/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,,False,0.0,4005,True,G,657,P,G/P
train,3744,4006_01,Earth,True,G/660/S,55 Cancri e,14.0,,0.0,0.0,0.0,0.0,0.0,Hilly Wolfaddox,True,0.0,4006,True,G,660,S,G/S
train,3745,4006_02,Earth,True,G/660/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Becca Wolfaddox,True,0.0,4006,True,G,660,S,G/S
train,3746,4006_03,Earth,False,F/759/S,PSO J318.5-22,59.0,False,400.0,0.0,126.0,0.0,158.0,Vick Wolfaddox,True,684.0,4006,True,F,759,S,F/S
train,3747,4006_04,Earth,False,G/660/S,TRAPPIST-1e,45.0,False,1796.0,0.0,4.0,0.0,5.0,Kariel Wolfaddox,False,1805.0,4006,True,G,660,S,G/S
train,3748,4006_05,Earth,False,F/759/S,55 Cancri e,52.0,False,0.0,704.0,0.0,0.0,,Evaned Wolfaddox,True,,4006,True,F,759,S,F/S
train,3749,4008_01,Mars,True,F/760/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Anamse Cha,True,0.0,4008,False,F,760,S,F/S
train,3750,4009_01,Earth,False,,55 Cancri e,51.0,False,8.0,0.0,206.0,1247.0,14.0,Luisy Belley,True,1475.0,4009,False,,,,
train,3751,4010_01,Earth,True,G/658/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Florey Sweeton,False,0.0,4010,False,G,658,P,G/P
train,3752,4013_01,Mars,False,E/243/P,TRAPPIST-1e,14.0,False,460.0,0.0,0.0,315.0,172.0,Coos Emead,False,947.0,4013,False,E,243,P,E/P
train,3753,4014_01,Europa,False,B/125/P,TRAPPIST-1e,42.0,False,0.0,456.0,1.0,1193.0,3039.0,Hekabih Metful,False,4689.0,4014,True,B,125,P,B/P
train,3754,4014_02,Europa,False,B/125/P,55 Cancri e,28.0,False,0.0,3238.0,0.0,750.0,2368.0,,False,6356.0,4014,True,B,125,P,B/P
train,3755,4016_01,Earth,False,E/268/S,55 Cancri e,34.0,False,309.0,542.0,0.0,0.0,55.0,Dorene Mclainez,False,906.0,4016,False,E,268,S,E/S
train,3756,4017_01,Mars,False,E/269/S,TRAPPIST-1e,21.0,,0.0,0.0,0.0,0.0,0.0,Frouse Mele,False,0.0,4017,True,E,269,S,E/S
train,3757,4017_02,Mars,True,F/761/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Tibers Mele,True,0.0,4017,True,F,761,S,F/S
train,3758,4017_03,Mars,True,F/761/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Chrice Mele,True,0.0,4017,True,F,761,S,F/S
train,3759,4017_04,Mars,True,E/269/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Tights Mele,False,0.0,4017,True,E,269,S,E/S
train,3760,4017_05,Mars,False,F/761/S,TRAPPIST-1e,23.0,False,931.0,0.0,134.0,0.0,421.0,Hog Gene,False,1486.0,4017,True,F,761,S,F/S
train,3761,4018_01,Earth,False,F/762/S,TRAPPIST-1e,20.0,False,,1.0,0.0,20.0,42.0,Jacky Bears,False,,4018,False,F,762,S,F/S
train,3762,4019_01,Earth,False,E/245/P,55 Cancri e,59.0,False,258.0,377.0,5.0,0.0,0.0,Jimen Lerez,True,640.0,4019,False,E,245,P,E/P
train,3763,4020_01,Europa,False,B/126/P,55 Cancri e,37.0,False,6498.0,1470.0,0.0,416.0,4174.0,,False,12558.0,4020,False,B,126,P,B/P
train,3764,4021_01,Mars,False,F/832/P,TRAPPIST-1e,32.0,False,1843.0,0.0,662.0,0.0,0.0,Flys Buth,False,2505.0,4021,False,F,832,P,F/P
train,3765,4022_01,Earth,False,F/833/P,PSO J318.5-22,37.0,False,4.0,0.0,223.0,512.0,1.0,Lavey Hubbarrison,False,740.0,4022,False,F,833,P,F/P
train,3766,4023_01,Earth,False,E/246/P,TRAPPIST-1e,27.0,False,1.0,355.0,757.0,0.0,,Franda Torrez,False,,4023,False,E,246,P,E/P
train,3767,4026_01,Europa,True,B/154/S,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Azham Chsere,True,0.0,4026,False,B,154,S,B/S
train,3768,4027_01,Earth,True,G/659/P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Benry Patthews,True,0.0,4027,False,G,659,P,G/P
train,3769,4030_01,Earth,False,G/661/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Evaley Flowensley,True,0.0,4030,True,G,661,S,G/S
train,3770,4030_02,Earth,True,,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Luise Carpennels,False,0.0,4030,True,,,,
train,3771,4030_03,Earth,False,G/661/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Gleney Carpennels,False,0.0,4030,True,G,661,S,G/S
train,3772,4030_04,Earth,True,G/661/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Beula Carpennels,False,0.0,4030,True,G,661,S,G/S
train,3773,4030_05,Earth,False,G/661/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Terina Carpennels,False,0.0,4030,True,G,661,S,G/S
train,3774,4031_01,Europa,True,C/131/P,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Algeno Listive,True,0.0,4031,True,C,131,P,C/P
train,3775,4031_02,Europa,True,C/131/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Krabik Listive,True,0.0,4031,True,C,131,P,C/P
train,3776,4032_01,Earth,,G/661/P,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,Deaney Waltonnedy,True,0.0,4032,False,G,661,P,G/P
train,3777,4033_01,Europa,False,C/144/S,55 Cancri e,49.0,False,2025.0,7167.0,0.0,2456.0,47.0,Shaton Windend,True,11695.0,4033,False,C,144,S,C/S
train,3778,4034_01,Mars,True,E/247/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Froon Kité,False,0.0,4034,False,E,247,P,E/P
train,3779,4035_01,Earth,True,G/662/P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Pamiea Bryants,True,0.0,4035,False,G,662,P,G/P
train,3780,4036_01,Earth,False,G/662/S,TRAPPIST-1e,22.0,False,7.0,61.0,110.0,708.0,0.0,Jodia Evedorsen,False,886.0,4036,False,G,662,S,G/S
train,3781,4037_01,Earth,True,G/663/S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Luisy Gardsondez,True,0.0,4037,False,G,663,S,G/S
train,3782,4038_01,Earth,True,G/664/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Elice Reenez,False,0.0,4038,False,G,664,S,G/S
train,3783,4039_01,Earth,False,F/764/S,TRAPPIST-1e,24.0,False,714.0,0.0,4.0,49.0,11.0,Race Tersimpson,False,778.0,4039,False,F,764,S,F/S
train,3784,4040_01,Earth,True,G/663/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Brance Micknightt,False,0.0,4040,False,G,663,P,G/P
train,3785,4042_01,Europa,False,A/46/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,,Mesatz Stewder,True,,4042,True,A,46,S,A/S
train,3786,4042_02,Europa,True,A/46/S,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Etair Stewder,True,0.0,4042,True,A,46,S,A/S
train,3787,4042_03,Europa,True,A/46/S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Canon Stewder,True,0.0,4042,True,A,46,S,A/S
train,3788,4043_01,Earth,False,E/248/P,TRAPPIST-1e,,False,0.0,0.0,0.0,32.0,1577.0,Marvey Mirandry,False,1609.0,4043,False,E,248,P,E/P
train,3789,4044_01,Mars,False,F/765/S,TRAPPIST-1e,32.0,False,536.0,0.0,736.0,118.0,0.0,Jackix Can,False,1390.0,4044,True,F,765,S,F/S
train,3790,4044_02,Mars,False,F/765/S,TRAPPIST-1e,2.0,False,0.0,,0.0,0.0,0.0,,True,,4044,True,F,765,S,F/S
train,3791,4044_03,Mars,True,F/765/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Rowls Can,True,0.0,4044,True,F,765,S,F/S
train,3792,4045_01,Mars,False,D/135/P,TRAPPIST-1e,49.0,False,1417.0,0.0,531.0,1348.0,192.0,Pars Wist,False,3488.0,4045,False,D,135,P,D/P
train,3793,4046_01,Earth,True,G/664/P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Elina Santantines,True,0.0,4046,False,G,664,P,G/P
train,3794,4047_01,Earth,True,G/666/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Ivanne Rivanseney,True,0.0,4047,False,G,666,S,G/S
train,3795,4049_01,Europa,True,A/47/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Schyon Pokematic,False,0.0,4049,False,A,47,S,A/S
train,3796,4050_01,Europa,False,A/35/P,55 Cancri e,36.0,False,0.0,1302.0,0.0,2067.0,10173.0,Decruxa Dissper,False,13542.0,4050,False,A,35,P,A/P
train,3797,4053_01,Earth,True,G/668/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Leondy Midtt,True,0.0,4053,False,G,668,S,G/S
train,3798,4055_01,Earth,False,F/836/P,TRAPPIST-1e,21.0,False,3.0,34.0,600.0,0.0,8.0,Milda Mirandry,False,645.0,4055,False,F,836,P,F/P
train,3799,4058_01,Earth,False,G/669/S,TRAPPIST-1e,36.0,False,437.0,442.0,0.0,2.0,1.0,Nance Hinesh,False,882.0,4058,False,G,669,S,G/S
train,3800,4060_01,Earth,False,F/838/P,TRAPPIST-1e,54.0,False,880.0,2.0,531.0,2.0,0.0,Lerome Barrelliver,False,1415.0,4060,False,F,838,P,F/P
train,3801,4061_01,Mars,False,D/130/S,TRAPPIST-1e,30.0,False,1851.0,0.0,378.0,0.0,155.0,Jack Kashe,False,2384.0,4061,True,D,130,S,D/S
train,3802,4061_02,Mars,True,F/766/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Graw Kashe,True,0.0,4061,True,F,766,S,F/S
train,3803,4061_03,Mars,True,F/766/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,,True,0.0,4061,True,F,766,S,F/S
train,3804,4063_01,Earth,True,G/670/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Anda Mcfaddennon,True,0.0,4063,False,G,670,S,G/S
train,3805,4064_01,Earth,False,F/767/S,TRAPPIST-1e,47.0,False,939.0,1477.0,,0.0,0.0,Jennya Dillips,True,,4064,False,F,767,S,F/S
train,3806,4065_01,Earth,False,G/665/P,TRAPPIST-1e,25.0,False,1339.0,1.0,360.0,0.0,0.0,Doryn Olshaffey,False,1700.0,4065,False,G,665,P,G/P
train,3807,4066_01,Europa,False,B/155/S,55 Cancri e,18.0,False,0.0,30.0,0.0,67.0,2790.0,Taurius Objeciane,False,2887.0,4066,True,B,155,S,B/S
train,3808,4066_02,Europa,True,B/155/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Diramak Objeciane,True,0.0,4066,True,B,155,S,B/S
train,3809,4068_01,Europa,False,D/131/S,TRAPPIST-1e,27.0,False,,1381.0,0.0,148.0,2181.0,Dnocese Pirejus,False,,4068,False,D,131,S,D/S
train,3810,4069_01,Earth,False,F/768/S,55 Cancri e,24.0,False,0.0,0.0,2433.0,0.0,53.0,Hen Chenson,True,2486.0,4069,False,F,768,S,F/S
train,3811,4071_01,Europa,True,B/127/P,,,False,0.0,0.0,0.0,0.0,0.0,Alurope Watuald,True,0.0,4071,True,B,127,P,B/P
train,3812,4071_02,Europa,True,B/127/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Tachir Watuald,True,0.0,4071,True,B,127,P,B/P
train,3813,4072_01,Earth,True,G/671/S,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,Mael Chasey,True,0.0,4072,False,G,671,S,G/S
train,3814,4075_01,Europa,False,C/145/S,TRAPPIST-1e,38.0,False,1901.0,1276.0,0.0,7561.0,12.0,Anchira Nateansive,False,10750.0,4075,False,C,145,S,C/S
train,3815,4076_01,Earth,False,E/250/P,TRAPPIST-1e,23.0,False,1616.0,0.0,1.0,0.0,2.0,Lonnez Guezaley,False,1619.0,4076,False,E,250,P,E/P
train,3816,4078_01,Earth,True,G/667/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Kris Coley,False,0.0,4078,False,G,667,P,G/P
train,3817,4079_01,Mars,False,F/771/S,55 Cancri e,55.0,False,1680.0,0.0,1.0,0.0,6.0,Koops Upead,False,1687.0,4079,False,F,771,S,F/S
train,3818,4080_01,Earth,False,F/839/P,55 Cancri e,20.0,False,719.0,0.0,10.0,0.0,0.0,Carry Sancasey,False,729.0,4080,False,F,839,P,F/P
train,3819,4081_01,Earth,False,G/668/P,55 Cancri e,50.0,False,451.0,132.0,195.0,31.0,0.0,Patoya Penashley,False,809.0,4081,False,G,668,P,G/P
train,3820,4082_01,Mars,False,E/252/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Gray Cres,False,0.0,4082,False,E,252,P,E/P
train,3821,4083_01,Europa,False,C/146/S,TRAPPIST-1e,21.0,False,0.0,6190.0,1828.0,7.0,35.0,Tauvaah Clarty,True,8060.0,4083,False,C,146,S,C/S
train,3822,4084_01,Europa,False,D/132/S,TRAPPIST-1e,26.0,False,0.0,1549.0,0.0,0.0,766.0,Arix Rentruing,True,2315.0,4084,False,D,132,S,D/S
train,3823,4089_01,Europa,False,A/48/S,TRAPPIST-1e,36.0,False,0.0,2177.0,0.0,1097.0,144.0,Mothab Tachor,True,3418.0,4089,False,A,48,S,A/S
train,3824,4090_01,Mars,False,D/133/S,TRAPPIST-1e,46.0,False,227.0,0.0,1546.0,3.0,2.0,Honjay Ruica,True,1778.0,4090,False,D,133,S,D/S
train,3825,4091_01,Earth,False,F/772/S,TRAPPIST-1e,26.0,False,0.0,586.0,1.0,0.0,58.0,Ginald Pecketton,True,645.0,4091,False,F,772,S,F/S
train,3826,4093_01,Earth,False,F/841/P,TRAPPIST-1e,24.0,False,0.0,20.0,0.0,14.0,659.0,Lynnie Valexandez,False,693.0,4093,False,F,841,P,F/P
train,3827,4095_01,Earth,False,G/671/P,55 Cancri e,14.0,False,834.0,1080.0,3.0,183.0,208.0,Deaney Romez,False,2308.0,4095,False,G,671,P,G/P
train,3828,4096_01,Mars,False,F/842/P,TRAPPIST-1e,46.0,False,949.0,0.0,128.0,3.0,41.0,Stote Vicke,True,1121.0,4096,False,F,842,P,F/P
train,3829,4097_01,Earth,False,E/253/P,TRAPPIST-1e,15.0,False,0.0,840.0,123.0,0.0,20.0,Belly Weavesend,False,983.0,4097,False,E,253,P,E/P
train,3830,4098_01,Earth,True,G/672/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Rena Vanglis,False,0.0,4098,False,G,672,P,G/P
train,3831,4099_01,Earth,True,G/673/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Willey Fryersonis,True,0.0,4099,False,G,673,P,G/P
train,3832,4101_01,Mars,False,F/773/S,TRAPPIST-1e,38.0,False,1100.0,43.0,163.0,3.0,0.0,Tyog Rapie,False,1309.0,4101,False,F,773,S,F/S
train,3833,4102_01,Europa,True,B/128/P,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Brark Whetedy,True,0.0,4102,False,B,128,P,B/P
train,3834,4103_01,Earth,True,G/674/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Ally Sterreray,False,0.0,4103,False,G,674,P,G/P
train,3835,4104_01,Earth,False,G/675/P,TRAPPIST-1e,41.0,False,1025.0,0.0,0.0,0.0,0.0,Ritany Gallard,False,1025.0,4104,False,G,675,P,G/P
train,3836,4106_01,Earth,False,G/675/S,TRAPPIST-1e,43.0,False,0.0,831.0,78.0,0.0,0.0,Leneva Harmond,True,909.0,4106,False,G,675,S,G/S
train,3837,4107_01,Earth,False,G/676/S,TRAPPIST-1e,23.0,False,0.0,0.0,489.0,5.0,276.0,Bobbyn Rocholton,False,770.0,4107,False,G,676,S,G/S
train,3838,4108_01,Europa,True,B/158/S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Tarino Aroodint,True,0.0,4108,True,B,158,S,B/S
train,3839,4108_02,Europa,False,B/158/S,TRAPPIST-1e,47.0,False,27.0,2651.0,538.0,18.0,0.0,Tachium Aroodint,True,3234.0,4108,True,B,158,S,B/S
train,3840,4109_01,Earth,False,F/843/P,TRAPPIST-1e,19.0,False,169.0,399.0,,97.0,0.0,Karlie Beangley,True,,4109,False,F,843,P,F/P
train,3841,4110_01,Earth,False,E/255/P,TRAPPIST-1e,25.0,False,0.0,38.0,0.0,847.0,112.0,Son Rosargas,False,997.0,4110,False,E,255,P,E/P
train,3842,4112_01,Earth,True,G/678/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Shany Rasmussony,True,0.0,4112,False,G,678,S,G/S
train,3843,4113_01,Europa,True,B/129/P,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Taraid Bradiary,True,0.0,4113,True,B,129,P,B/P
train,3844,4113_02,Europa,False,B/129/P,TRAPPIST-1e,45.0,False,0.0,2524.0,0.0,166.0,1.0,Coxak Bradiary,True,2691.0,4113,True,B,129,P,B/P
train,3845,4114_01,Mars,True,E/270/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Rowls Porté,True,0.0,4114,False,E,270,S,E/S
train,3846,4115_01,Earth,True,G/679/S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Jenne Wagnerray,False,0.0,4115,False,G,679,S,G/S
train,3847,4116_01,Earth,False,F/774/S,TRAPPIST-1e,21.0,False,40.0,0.0,736.0,0.0,0.0,Ryany Torrez,True,776.0,4116,False,F,774,S,F/S
train,3848,4120_01,Earth,True,G/680/S,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,Aleroy Pentss,False,0.0,4120,False,G,680,S,G/S
train,3849,4125_01,Earth,True,G/677/P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Jorgie Watkinsley,True,0.0,4125,False,G,677,P,G/P
train,3850,4127_01,Europa,,B/130/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,,Dsch Ainserfle,True,,4127,False,B,130,P,B/P
train,3851,4128_01,Mars,False,F/846/P,TRAPPIST-1e,54.0,True,111.0,0.0,1144.0,8.0,23.0,Ors Pare,False,1286.0,4128,True,F,846,P,F/P
train,3852,4128_02,Mars,False,F/846/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Aars Pare,True,0.0,4128,True,F,846,P,F/P
train,3853,4128_03,Mars,True,F/846/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Guanch Pare,True,0.0,4128,True,F,846,P,F/P
train,3854,4129_01,Earth,False,F/847/P,TRAPPIST-1e,23.0,False,15.0,1.0,777.0,3.0,3.0,Kyley Matts,False,799.0,4129,False,F,847,P,F/P
train,3855,4130_01,Mars,True,,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Forms Merte,True,0.0,4130,False,,,,
train,3856,4131_01,Europa,True,C/147/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Achium Pokematic,True,0.0,4131,False,C,147,S,C/S
train,3857,4132_01,Earth,True,G/678/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Curtle Norry,False,0.0,4132,False,G,678,P,G/P
train,3858,4134_01,,True,,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Cird Datty,True,0.0,4134,False,,,,
train,3859,4135_01,Mars,False,F/777/S,TRAPPIST-1e,58.0,False,850.0,0.0,22.0,1493.0,0.0,Cakers Merte,False,2365.0,4135,False,F,777,S,F/S
train,3860,4137_01,Earth,False,F/778/S,55 Cancri e,39.0,False,664.0,0.0,0.0,40.0,0.0,Lonna Rocknight,False,704.0,4137,False,F,778,S,F/S
train,3861,4140_01,Earth,False,F/851/P,PSO J318.5-22,23.0,False,40.0,15.0,30.0,0.0,637.0,Shan Fitzgerson,False,722.0,4140,False,F,851,P,F/P
train,3862,4141_01,Earth,False,G/679/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Rhonya Philliames,False,0.0,4141,False,G,679,P,G/P
train,3863,4142_01,Europa,True,C/148/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Maiah Deryplinet,True,0.0,4142,False,C,148,S,C/S
train,3864,4143_01,Mars,True,E/258/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Heales Buncy,False,0.0,4143,False,E,258,P,E/P
train,3865,4144_01,Earth,False,E/259/P,TRAPPIST-1e,36.0,False,19.0,476.0,0.0,5.0,290.0,Edgary Guerson,False,790.0,4144,False,E,259,P,E/P
train,3866,4145_01,Earth,False,F/852/P,PSO J318.5-22,13.0,False,16.0,0.0,87.0,544.0,0.0,Juaney Herry,False,647.0,4145,False,F,852,P,F/P
train,3867,4147_01,Europa,False,C/149/S,TRAPPIST-1e,54.0,False,0.0,,0.0,3200.0,0.0,Caphact Lendly,True,,4147,True,C,149,S,C/S
train,3868,4147_02,Europa,True,C/149/S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Acrabik Lendly,True,0.0,4147,True,C,149,S,C/S
train,3869,4149_01,Earth,False,G/682/P,55 Cancri e,33.0,,,0.0,589.0,2.0,255.0,Benew Saundez,True,,4149,False,G,682,P,G/P
train,3870,4150_01,Earth,False,F/780/S,TRAPPIST-1e,46.0,False,0.0,1029.0,0.0,0.0,0.0,Hanne Weaves,True,1029.0,4150,False,F,780,S,F/S
train,3871,4151_01,Earth,True,G/683/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Juliey Loverceson,True,0.0,4151,False,G,683,P,G/P
train,3872,4152_01,Earth,False,F/853/P,TRAPPIST-1e,35.0,False,89.0,0.0,0.0,545.0,0.0,Natha Wonglasquez,False,634.0,4152,False,F,853,P,F/P
train,3873,4154_01,Mars,True,F/781/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Beant Gelte,True,0.0,4154,False,F,781,S,F/S
train,3874,4156_01,Earth,True,G/684/P,55 Cancri e,15.0,,0.0,0.0,0.0,0.0,0.0,Millia Watkinsley,False,0.0,4156,False,G,684,P,G/P
train,3875,4158_01,Earth,False,E/273/S,TRAPPIST-1e,27.0,False,0.0,0.0,580.0,211.0,0.0,Doryn Noeley,False,791.0,4158,False,E,273,S,E/S
train,3876,4159_01,Earth,False,F/782/S,TRAPPIST-1e,15.0,False,,2.0,15.0,5.0,842.0,Hilley Harperez,False,,4159,False,F,782,S,F/S
train,3877,4160_01,Mars,False,F/783/S,TRAPPIST-1e,27.0,True,661.0,,991.0,46.0,0.0,,True,,4160,False,F,783,S,F/S
train,3878,4163_01,Earth,True,G/683/S,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Lyne Woodwinton,True,0.0,4163,False,G,683,S,G/S
train,3879,4165_01,Earth,False,G/685/P,TRAPPIST-1e,37.0,False,246.0,0.0,703.0,5.0,0.0,Kendy Logannon,True,954.0,4165,False,G,685,P,G/P
train,3880,4166_01,Europa,True,B/132/P,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Thabius Stacketent,True,0.0,4166,True,B,132,P,B/P
train,3881,4166_02,Europa,False,B/132/P,55 Cancri e,58.0,True,0.0,279.0,3627.0,122.0,30.0,Ionan Stacketent,True,4058.0,4166,True,B,132,P,B/P
train,3882,4167_01,Earth,False,,PSO J318.5-22,,,0.0,440.0,0.0,0.0,334.0,Ninaha Deckerson,False,774.0,4167,False,,,,
train,3883,4168_01,Earth,False,F/855/P,TRAPPIST-1e,38.0,False,0.0,18.0,30.0,0.0,832.0,Eriky Deckerson,False,880.0,4168,True,F,855,P,F/P
train,3884,4168_02,Earth,False,E/260/P,TRAPPIST-1e,28.0,False,0.0,241.0,6.0,0.0,542.0,Elina Deckerson,False,789.0,4168,True,E,260,P,E/P
train,3885,4169_01,Europa,True,D/140/P,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Avijava Susent,True,0.0,4169,True,D,140,P,D/P
train,3886,4169_02,Europa,False,D/140/P,TRAPPIST-1e,41.0,False,0.0,1562.0,0.0,2.0,16.0,Acruxon Susent,True,1580.0,4169,True,D,140,P,D/P
train,3887,4170_01,Europa,True,B/133/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Sarich Pirejus,True,0.0,4170,False,B,133,P,B/P
train,3888,4171_01,Earth,True,G/686/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Candyn Mclardson,False,0.0,4171,False,G,686,P,G/P
train,3889,4172_01,Mars,True,F/856/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Peefox Flell,True,0.0,4172,True,F,856,P,F/P
train,3890,4172_02,Mars,False,F/856/P,TRAPPIST-1e,58.0,False,12.0,0.0,186.0,2436.0,4.0,Cinkes Flell,False,2638.0,4172,True,F,856,P,F/P
